muni_code;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_esgot;prop_abast;prop_residuo
3103801;Arapu√°;31;MG;n„o metropolitana;cerrado;957,2;Cwb;2621;72,38;90,25;74,52
3103900;Ara√∫jos;31;MG;n„o metropolitana;cerrado;800,24;Cwa;9192;84,58;93,9;92,06
3104007;Arax√°;31;MG;n„o metropolitana;cerrado;1033,74;Cwb;116561;96,73;99,05;98,26
3104106;Arceburgo;31;MG;n„o metropolitana;mata atlantica;696,87;Cwa;9278;88,41;98,44;90,08
3104205;Arcos;31;MG;n„o metropolitana;cerrado;757,36;Cwa;41635;95,48;97,04;94,99
3104304;Areado;31;MG;n„o metropolitana;mata atlantica;829,62;Cwb;13752;87,82;93,31;85,78
3104403;Argirita;31;MG;n„o metropolitana;mata atlantica;485,84;Cwa;2717;68,84;94,98;79,62
3104452;Aricanduva;31;MG;n„o metropolitana;mata atlantica;870,77;Cwb;4721;42,95;75,45;33,64
3104502;Arinos;31;MG;n„o metropolitana;cerrado;631,81;Aw;18526;26,28;79,14;61,04
3104601;Astolfo Dutra;31;MG;n„o metropolitana;mata atlantica;475,32;Cwa;14239;41,54;96,21;91,53
3104700;Atal√©ia;31;MG;n„o metropolitana;mata atlantica;362,46;Aw;13744;50,61;83,47;51,69
3104809;Augusto De Lima;31;MG;n„o metropolitana;cerrado;748,79;Aw;4507;19,01;66,66;64,46
3104908;Baependi;31;MG;n„o metropolitana;mata atlantica;1210,44;Cwb;18261;80,23;86,83;77,36
3105004;Baldim;31;MG;metropolitana;cerrado;775,56;Cwa;7336;55,33;92,09;74,56
3105103;Bambu√≠;31;MG;n„o metropolitana;cerrado;739,19;Cwa;23545;87,11;96,45;86,22
3105202;Bandeira;31;MG;n„o metropolitana;mata atlantica;443,66;As;4606;49,57;79,3;52,48
3105301;Bandeira Do Sul;31;MG;n„o metropolitana;mata atlantica;1009,55;Cwb;5968;87,63;95,43;95,89
3105400;Bar√£o De Cocais;31;MG;metropolitana;mata atlantica;885,46;Cwb;30643;84,84;91,22;95,69
3105509;Bar√£o De Monte Alto;31;MG;n„o metropolitana;mata atlantica;330,11;Aw;4965;78,3;97,06;82,66
3105608;Barbacena;31;MG;n„o metropolitana;mata atlantica;1099,9;Cwb;122894;88,29;97,16;93,38
3105707;Barra Longa;31;MG;n„o metropolitana;mata atlantica;567,31;Cwa;5678;62,39;73,72;49,36
3105905;Barroso;31;MG;n„o metropolitana;mata atlantica;995,07;Cwb;19802;88,46;99,17;97,92
3106002;Bela Vista De Minas;31;MG;n„o metropolitana;mata atlantica;755,65;Cwa;9505;86,78;94,47;94,91
3106101;Belmiro Braga;31;MG;n„o metropolitana;mata atlantica;577,91;Cwa;2905;47,55;85,07;81,02
3106200;Belo Horizonte;31;MG;metropolitana;mata atlantica;909,06;Cwb;2392678;96,57;99,84;99,5
3106309;Belo Oriente;31;MG;n„o metropolitana;mata atlantica;301,11;Aw;22149;75,89;94,78;86,06
3106408;Belo Vale;31;MG;metropolitana;mata atlantica;958,87;Cwb;8632;50,26;62,57;49,25
3106507;Berilo;31;MG;n„o metropolitana;cerrado;577,47;As;9615;30,55;47,91;37,36
3106606;Bert√≥polis;31;MG;n„o metropolitana;mata atlantica;365,44;Aw;4457;36,63;77,05;60,07
3106655;Berizal;31;MG;n„o metropolitana;mata atlantica;836,43;As;4191;16,32;68,88;62,72
3106705;Betim;31;MG;metropolitana;mata atlantica;819,76;Cwb;428956;86,27;99,03;98,52
3106804;Bias Fortes;31;MG;n„o metropolitana;mata atlantica;898,83;Cwb;3357;37,44;81,6;66,78
3106903;Bicas;31;MG;n„o metropolitana;mata atlantica;617,36;Cwa;13935;93,23;99,44;95,38
3107000;Biquinhas;31;MG;n„o metropolitana;cerrado;688,94;Aw;2356;1,43;98,15;62,13
3107109;Boa Esperan√ßa;31;MG;n„o metropolitana;cerrado;845,59;Cwb;41060;89,31;97,93;89,57
3107208;Bocaina De Minas;31;MG;n„o metropolitana;mata atlantica;1347,5;Cwb;5316;44,71;72,8;76,05
3107307;Bocai√∫va;31;MG;n„o metropolitana;cerrado;826,72;Aw;50185;76,12;83,55;76,66
3107406;Bom Despacho;31;MG;n„o metropolitana;cerrado;708,22;Cwa;53750;92,15;98,64;93,47
3107505;Bom Jardim De Minas;31;MG;n„o metropolitana;mata atlantica;1173,68;Cwb;6771;83,54;94,68;86,52
3107604;Bom Jesus Da Penha;31;MG;n„o metropolitana;mata atlantica;1026,65;Cwb;4479;80,35;96,54;83,13
3107703;Bom Jesus Do Amparo;31;MG;metropolitana;cerrado;766,92;Cwa;5592;58,45;74,96;70,9
3107802;Bom Jesus Do Galho;31;MG;n„o metropolitana;mata atlantica;461,57;Cwa;14668;55,78;91,93;61,3
3107901;Bom Repouso;31;MG;n„o metropolitana;mata atlantica;1375,16;Cwb;12645;56,57;73,92;87,7
3108008;Bom Sucesso;31;MG;n„o metropolitana;mata atlantica;938,92;Cwb;18045;87,84;96,33;85,23
3108107;Bonfim;31;MG;metropolitana;mata atlantica;924,68;Cwb;7377;39,58;87,55;60,72
3108206;Bonfin√≥polis De Minas;31;MG;n„o metropolitana;cerrado;816,59;Aw;5729;67,04;81,71;72,16
3108255;Bonito De Minas;31;MG;n„o metropolitana;cerrado;717,21;Aw;9917;0,62;40,62;23,64
3108305;Borda Da Mata;31;MG;n„o metropolitana;mata atlantica;961,34;Cfb;17581;85,34;96,13;89,45
3108404;Botelhos;31;MG;n„o metropolitana;mata atlantica;970,29;Cwb;14703;80,06;94,05;90,97
3108503;Botumirim;31;MG;n„o metropolitana;cerrado;820,5;Cwa;5760;16,74;80,32;44,08
3108552;Brasil√¢ndia De Minas;31;MG;n„o metropolitana;cerrado;601,26;Aw;14696;22,06;95,15;84,34
3108602;Bras√≠lia De Minas;31;MG;n„o metropolitana;cerrado;761,18;As;31246;53,55;74,17;56,92
3108701;Br√°s Pires;31;MG;n„o metropolitana;mata atlantica;739,05;Cwa;4258;51,75;82,52;57,78
3108800;Bra√∫nas;31;MG;n„o metropolitana;mata atlantica;611,07;Cwa;4443;33,01;75,61;37
3108909;Braz√≥polis;31;MG;n„o metropolitana;mata atlantica;1062,86;Cwb;13981;65,41;83,75;87,15
3109006;Brumadinho;31;MG;metropolitana;mata atlantica;900,81;Cwb;38640;65,21;82,7;95,92
3109105;Bueno Brand√£o;31;MG;n„o metropolitana;mata atlantica;1227,71;Cwb;10761;58,57;77,65;73,85
3109204;Buen√≥polis;31;MG;n„o metropolitana;cerrado;910,53;Cwb;9058;32,14;78,9;74,78
3109253;Bugre;31;MG;n„o metropolitana;mata atlantica;334,37;Aw;4041;9,03;95,73;57,26
3109303;Buritis;31;MG;metropolitana;cerrado;812,05;Aw;25223;26,05;82,61;71,46
3109402;Buritizeiro;31;MG;n„o metropolitana;cerrado;658,11;Aw;23687;4,62;93,06;77,68
3109451;Cabeceira Grande;31;MG;n„o metropolitana;cerrado;828,56;Aw;6485;10,22;92,97;82,24
3109501;Cabo Verde;31;MG;n„o metropolitana;mata atlantica;927,21;Cwb;11276;69,49;86,18;83,8
3109600;Cachoeira Da Prata;31;MG;n„o metropolitana;cerrado;746,38;Cwa;3707;96,06;98,92;98,39
3109709;Cachoeira De Minas;31;MG;n„o metropolitana;mata atlantica;916,06;Cwb;11759;74,01;88,07;90,31
3109808;Cachoeira Dourada;31;MG;n„o metropolitana;mata atlantica;485,62;Aw;2310;88,48;97,57;90,26
3109907;Caetan√≥polis;31;MG;n„o metropolitana;cerrado;774,18;Cwa;11425;70,87;90,43;77,14
3110004;Caet√©;31;MG;metropolitana;mata atlantica;1052,38;Cwb;39578;83,06;95,44;88,22
3110103;Caiana;31;MG;n„o metropolitana;mata atlantica;811,39;Cwb;5307;57,12;87,48;62,2
3110202;Cajuri;31;MG;n„o metropolitana;mata atlantica;761,99;Cwb;4080;75,82;97,66;70,22
3110301;Caldas;31;MG;n„o metropolitana;mata atlantica;1189,12;Cwb;15082;64,63;79,75;71,86
3110400;Camacho;31;MG;n„o metropolitana;mata atlantica;1016,7;Cwb;3028;73,58;86,54;52,73
3110509;Camanducaia;31;MG;n„o metropolitana;mata atlantica;1382,46;Cwb;27942;66,14;84,63;95,33
3110608;Cambu√≠;31;MG;n„o metropolitana;mata atlantica;1042,5;Cwb;29584;85,37;94,08;97,6
3110707;Cambuquira;31;MG;n„o metropolitana;mata atlantica;945,65;Cwb;12309;79,05;94,13;86,47
3110806;Campan√°rio;31;MG;n„o metropolitana;mata atlantica;354,06;Aw;2737;65,22;94,78;73,33
3110905;Campanha;31;MG;n„o metropolitana;mata atlantica;979,05;Cwb;15856;81,23;95,9;87,93
3111002;Campestre;31;MG;n„o metropolitana;mata atlantica;1092,1;Cwb;21585;59,54;83,4;71,97
3111101;Campina Verde;31;MG;n„o metropolitana;cerrado;521,89;Aw;17817;78,12;96,65;77,35
3111150;Campo Azul;31;MG;n„o metropolitana;cerrado;623,2;As;3615;15,1;68,83;45,2
3111200;Campo Belo;31;MG;n„o metropolitana;mata atlantica;858,8;Cwb;52318;94,42;97,82;96,06
3111309;Campo Do Meio;31;MG;n„o metropolitana;cerrado;818,82;Cwa;11268;88,33;98,15;88,95
3111408;Campo Florido;31;MG;n„o metropolitana;cerrado;645,8;Aw;8181;72,16;96,22;75,07
3111507;Campos Altos;31;MG;n„o metropolitana;cerrado;1069,38;Cwb;13359;92,34;97,83;90,75
3111606;Campos Gerais;31;MG;n„o metropolitana;cerrado;844,64;Cwb;25972;74;95,86;71,74
3111705;Cana√£;31;MG;n„o metropolitana;mata atlantica;724,97;Cwa;4715;41,18;88,38;46,85
3111804;Can√°polis;31;MG;n„o metropolitana;cerrado;613,91;Aw;9844;89,42;97,53;89,85
3111903;Cana Verde;31;MG;n„o metropolitana;mata atlantica;832,16;Cwb;5272;76,32;96,31;86,92
3112000;Candeias;31;MG;n„o metropolitana;mata atlantica;933,52;Cwb;14017;73,86;92,75;72,82
3112059;Cantagalo;31;MG;n„o metropolitana;mata atlantica;703,09;Cwa;3937;50,88;90,22;51,47
3112109;Capara√≥;31;MG;n„o metropolitana;mata atlantica;1006,88;Cwb;4978;43,92;72,59;63,77
3112208;Capela Nova;31;MG;n„o metropolitana;mata atlantica;790,41;Cwb;4369;36,19;92,26;47,93
3112307;Capelinha;31;MG;n„o metropolitana;cerrado;893,22;Cwb;39472;59,81;91,34;71,88
3112406;Capetinga;31;MG;n„o metropolitana;mata atlantica;902,07;Cwa;6473;97,16;99,43;91,81
3112505;Capim Branco;31;MG;metropolitana;cerrado;871,35;Cwb;10706;24,4;98,49;93,88
3112604;Capin√≥polis;31;MG;n„o metropolitana;mata atlantica;543,89;Aw;14392;94,86;97,97;93,32
3112653;Capit√£o Andrade;31;MG;n„o metropolitana;mata atlantica;280,53;Aw;4483;73,1;97,22;73,73
3112703;Capit√£o En√©as;31;MG;n„o metropolitana;caatinga;575,03;As;14633;20,25;83,08;70,89
3112802;Capit√≥lio;31;MG;n„o metropolitana;cerrado;926,11;Cwb;9794;86,22;90,76;89,26
3112901;Caputira;31;MG;n„o metropolitana;mata atlantica;710,48;Cwa;8976;51,91;94,86;59,31
3113008;Cara√≠;31;MG;n„o metropolitana;mata atlantica;737,18;Cwa;19251;37,74;60,54;43,93
3113107;Carana√≠ba;31;MG;n„o metropolitana;mata atlantica;872,18;Cwb;2937;40,92;77,89;45,43
3113206;Caranda√≠;31;MG;n„o metropolitana;mata atlantica;1081,34;Cwb;23826;70,58;91,78;89,41
3113305;Carangola;31;MG;n„o metropolitana;mata atlantica;747,49;Cwb;30778;71,38;95,63;85,92
3113404;Caratinga;31;MG;n„o metropolitana;mata atlantica;604,13;Cwa;88311;71,82;95,98;84,25
3113503;Carbonita;31;MG;n„o metropolitana;cerrado;796,42;Cwa;8480;65,33;88,56;80,07
3113602;Carea√ßu;31;MG;n„o metropolitana;mata atlantica;886,98;Cwb;6739;75,61;93,5;87,68
3113701;Carlos Chagas;31;MG;n„o metropolitana;mata atlantica;284,03;Aw;18531;64,69;94;72,32
3113800;Carm√©sia;31;MG;n„o metropolitana;mata atlantica;758,23;Cwa;2614;66,26;84,47;64,12
3113909;Carmo Da Cachoeira;31;MG;n„o metropolitana;mata atlantica;980,75;Cwb;11537;82,6;95,96;79,22
3114006;Carmo Da Mata;31;MG;n„o metropolitana;mata atlantica;904,33;Cwb;10940;79,8;96,14;82,67
3114105;Carmo De Minas;31;MG;n„o metropolitana;mata atlantica;1021,93;Cwb;13286;76,84;91,4;85,5
3114204;Carmo Do Cajuru;31;MG;n„o metropolitana;cerrado;831,61;Cwa;23374;86,92;97,16;92,51
3114303;Carmo Do Parana√≠ba;31;MG;n„o metropolitana;cerrado;912,14;Cwa;28883;89,1;94,98;84,71
3114402;Carmo Do Rio Claro;31;MG;n„o metropolitana;mata atlantica;854,38;Cwa;20725;75,79;92,28;89,24
3114501;Carm√≥polis De Minas;31;MG;n„o metropolitana;mata atlantica;918,44;Cwb;17596;73,04;96,96;87,21
3114550;Carneirinho;31;MG;n„o metropolitana;cerrado;390,97;Aw;9401;63,2;98,03;76,94
3114600;Carrancas;31;MG;n„o metropolitana;mata atlantica;1060,16;Cwb;4049;75,04;83,72;71,24
3114709;Carvalh√≥polis;31;MG;n„o metropolitana;mata atlantica;881,45;Cwb;3333;74,19;91,61;93,46
3114808;Carvalhos;31;MG;n„o metropolitana;mata atlantica;1279,89;Cwb;4374;47,63;70,75;68,57
3114907;Casa Grande;31;MG;n„o metropolitana;mata atlantica;1013,14;Cwb;2210;64,55;82,6;64,55
3115003;Cascalho Rico;31;MG;n„o metropolitana;cerrado;756,55;Aw;2705;37,94;90,59;68,01
3115102;C√°ssia;31;MG;n„o metropolitana;cerrado;783,88;Cwa;16923;81,77;97,12;92,92
3115201;Concei√ß√£o Da Barra De Minas;31;MG;n„o metropolitana;mata atlantica;942,34;Cwb;3588;38,98;85,25;72,5
3115300;Cataguases;31;MG;n„o metropolitana;mata atlantica;298,43;Aw;68214;86,13;99,51;95,95
3115359;Catas Altas;31;MG;n„o metropolitana;mata atlantica;1010,36;Cwb;5486;88,57;92,29;88,15
3115409;Catas Altas Da Noruega;31;MG;n„o metropolitana;mata atlantica;832,81;Cwb;2918;45,21;74,14;43,89
3115458;Catuji;31;MG;n„o metropolitana;mata atlantica;652,98;Cwa;7035;41,71;59,07;34,38
3115474;Catuti;31;MG;n„o metropolitana;caatinga;503,91;As;4730;3,03;89,23;59,83
3115508;Caxambu;31;MG;n„o metropolitana;mata atlantica;963,39;Cwb;21011;98,27;98,77;98,51
3115607;Cedro Do Abaet√©;31;MG;n„o metropolitana;cerrado;801,67;Cwa;1072;27,64;95,5;81,35
3115706;Central De Minas;31;MG;n„o metropolitana;mata atlantica;388,16;Aw;6149;71,93;97,25;78,24
3115805;Centralina;31;MG;n„o metropolitana;mata atlantica;603,54;Aw;10207;39,08;98,17;90
3115904;Ch√°cara;31;MG;n„o metropolitana;mata atlantica;791,71;Cwb;3092;81,24;87,35;83,83
3116001;Chal√©;31;MG;n„o metropolitana;mata atlantica;582,86;Cwa;6079;43,4;84,26;56,83
3116100;Chapada Do Norte;31;MG;n„o metropolitana;cerrado;648,75;As;9913;21,34;51,27;37,8
3116159;Chapada Ga√∫cha;31;MG;n„o metropolitana;cerrado;692,73;Aw;12237;20,42;70,02;51,91
3116209;Chiador;31;MG;n„o metropolitana;mata atlantica;373,62;Cwa;2800;67,8;96,14;79,02
3116308;Cipot√¢nea;31;MG;n„o metropolitana;mata atlantica;753,94;Cwa;5623;42,34;74,24;51,12
3116407;Claraval;31;MG;n„o metropolitana;mata atlantica;855,15;Cwa;4658;48,29;79,9;69,64
3116506;Claro Dos Po√ß√µes;31;MG;n„o metropolitana;cerrado;748,6;Aw;7011;27,85;89,53;62,51
3116605;Cl√°udio;31;MG;n„o metropolitana;cerrado;851,91;Cwb;31388;90,3;95,48;87,63
3116704;Coimbra;31;MG;n„o metropolitana;mata atlantica;774,57;Cwb;7078;55,51;98,33;83,1
3116803;Coluna;31;MG;n„o metropolitana;mata atlantica;745,13;Cwa;8072;49,32;75,3;42,77
3116902;Comendador Gomes;31;MG;n„o metropolitana;cerrado;606,98;Aw;2708;55,99;97,2;53,49
3117009;Comercinho;31;MG;n„o metropolitana;mata atlantica;657,74;As;6681;30,76;73,99;39,49
3117108;Concei√ß√£o Da Aparecida;31;MG;n„o metropolitana;mata atlantica;961,4;Cwb;10408;65,47;87,74;71,9
3117207;Concei√ß√£o Das Pedras;31;MG;n„o metropolitana;mata atlantica;1273,61;Cwb;2752;72,63;83,28;85,38
3117306;Concei√ß√£o Das Alagoas;31;MG;n„o metropolitana;mata atlantica;548,35;Aw;26423;88,21;98,23;91,26
3117405;Concei√ß√£o De Ipanema;31;MG;n„o metropolitana;mata atlantica;472,25;Cwa;4366;46,7;83,72;41,35
3117504;Concei√ß√£o Do Mato Dentro;31;MG;n„o metropolitana;mata atlantica;886,06;Cwa;23345;46,81;81,23;59,66
3117603;Concei√ß√£o Do Par√°;31;MG;n„o metropolitana;cerrado;717;Cwa;5303;50,75;94,47;84,03
3117702;Concei√ß√£o Do Rio Verde;31;MG;n„o metropolitana;mata atlantica;933,66;Cwb;12495;89,78;95,84;90,65
3117801;Concei√ß√£o Dos Ouros;31;MG;n„o metropolitana;mata atlantica;939,86;Cwb;10774;76,42;96,58;93,25
3117836;C√¥nego Marinho;31;MG;n„o metropolitana;cerrado;742,17;Aw;7246;0,49;68,15;38,54
3117876;Confins;31;MG;metropolitana;cerrado;762,21;Cwa;7428;2,53;98,94;98,17
3117900;Congonhal;31;MG;n„o metropolitana;mata atlantica;1030,28;Cfb;10969;79,85;93,53;76,33
3118007;Congonhas;31;MG;n„o metropolitana;mata atlantica;988,68;Cwb;55562;78,57;95,98;97,56
3118106;Congonhas Do Norte;31;MG;n„o metropolitana;mata atlantica;1175,06;Cwb;4830;30,56;87,09;51,32
3118205;Conquista;31;MG;n„o metropolitana;mata atlantica;703,17;Cwa;6679;85,45;95,78;89,53
3118304;Conselheiro Lafaiete;31;MG;n„o metropolitana;mata atlantica;987,2;Cwb;134537;90,4;98,98;97,27
3118403;Conselheiro Pena;31;MG;n„o metropolitana;mata atlantica;425,36;Aw;19998;77,78;95,42;75,46
3118502;Consola√ß√£o;31;MG;n„o metropolitana;mata atlantica;1032,92;Cwb;1552;54,65;77,86;88,21
3118601;Contagem;31;MG;metropolitana;cerrado;902,83;Cwb;615621;92,59;99,76;99,43
3118700;Coqueiral;31;MG;n„o metropolitana;mata atlantica;855,84;Cwb;9002;70,74;94,87;75,48
3118809;Cora√ß√£o De Jesus;31;MG;n„o metropolitana;cerrado;776,86;As;24951;17,71;62,06;30,61
3118908;Cordisburgo;31;MG;n„o metropolitana;cerrado;713,41;Cwa;7548;31,08;90,52;63,56
3119005;Cordisl√¢ndia;31;MG;n„o metropolitana;mata atlantica;901,83;Cwb;3208;80,49;98,4;85,39
3119104;Corinto;31;MG;n„o metropolitana;cerrado;679,77;Aw;22992;84,6;91,82;83,04
3119203;Coroaci;31;MG;n„o metropolitana;mata atlantica;620,31;Cwa;10870;53,59;86,82;47,48
3119302;Coromandel;31;MG;n„o metropolitana;cerrado;881,52;Cwa;29233;75,11;89,28;76,33
3119401;Coronel Fabriciano;31;MG;n„o metropolitana;mata atlantica;656,49;Cwb;96621;88,03;98,54;98,35
3119500;Coronel Murta;31;MG;n„o metropolitana;mata atlantica;573,57;As;8128;47,47;78,87;66,16
3119609;Coronel Pacheco;31;MG;n„o metropolitana;mata atlantica;696,41;Cwa;2702;64,69;90,28;88,12
3119708;Coronel Xavier Chaves;31;MG;n„o metropolitana;mata atlantica;991,3;Cwb;3474;67,1;84,55;90,17
3119807;C√≥rrego Danta;31;MG;n„o metropolitana;cerrado;826,23;Cwa;3304;59,11;94,37;61,09
3119906;C√≥rrego Do Bom Jesus;31;MG;n„o metropolitana;mata atlantica;1200,39;Cwb;4263;45,14;71,33;91,34
3119955;C√≥rrego Fundo;31;MG;n„o metropolitana;cerrado;856,98;Cwb;6105;28,39;91,54;75,89
3120003;C√≥rrego Novo;31;MG;n„o metropolitana;mata atlantica;356,29;Aw;2876;66;91,17;66,4
3120102;Couto De Magalh√£es De Minas;31;MG;n„o metropolitana;cerrado;975,91;Cwb;4217;72,5;90,89;83,17
3120151;Cris√≥lita;31;MG;n„o metropolitana;mata atlantica;363,43;Aw;4979;48,52;83,89;54,78
3120201;Cristais;31;MG;n„o metropolitana;cerrado;813,45;Cwa;12184;79,23;96,11;80,79
3120300;Crist√°lia;31;MG;n„o metropolitana;cerrado;720,12;As;4977;42,29;84,66;44,59
3120409;Cristiano Otoni;31;MG;n„o metropolitana;mata atlantica;1046,59;Cwb;4671;69,69;93,99;87,63
3120508;Cristina;31;MG;n„o metropolitana;mata atlantica;1243,35;Cwb;10379;54,66;83,5;77,5
3120607;Crucil√¢ndia;31;MG;n„o metropolitana;mata atlantica;1000,78;Cwb;5779;59,98;88,58;64,39
3120706;Cruzeiro Da Fortaleza;31;MG;n„o metropolitana;cerrado;919,16;Cwa;3492;92,75;97,74;92,59
3120805;Cruz√≠lia;31;MG;n„o metropolitana;mata atlantica;1060,68;Cwb;15223;89,73;96,78;91,71
3120839;Cuparaque;31;MG;n„o metropolitana;mata atlantica;316,74;Aw;3963;84,54;95,27;78,21
3120870;Curral De Dentro;31;MG;n„o metropolitana;mata atlantica;890,41;Cwa;7406;40,65;95,65;73,22
3120904;Curvelo;31;MG;n„o metropolitana;cerrado;682,22;Cwa;82335;81,86;96,69;87,83
3121001;Datas;31;MG;n„o metropolitana;cerrado;1188,51;Cwb;5459;70,77;80,79;71,13
3121100;Delfim Moreira;31;MG;n„o metropolitana;mata atlantica;1489,39;Cwb;7820;55,95;67,68;77,39
3121209;Delfin√≥polis;31;MG;n„o metropolitana;cerrado;852,98;Cwa;8343;79,18;97,74;90,66
3121258;Delta;31;MG;n„o metropolitana;mata atlantica;572,09;Aw;9852;96,65;99,62;97,52
3121308;Descoberto;31;MG;n„o metropolitana;mata atlantica;513,67;Cwa;4917;84,39;96,98;87,91
3121407;Desterro De Entre Rios;31;MG;n„o metropolitana;mata atlantica;1099,05;Cwb;7633;48,93;81,84;53,43
3121506;Desterro Do Melo;31;MG;n„o metropolitana;mata atlantica;908,92;Cwb;2997;38,91;76,67;55,65
3121605;Diamantina;31;MG;n„o metropolitana;cerrado;998,45;Cwb;47798;76,69;92,83;78,61
3121704;Diogo De Vasconcelos;31;MG;n„o metropolitana;mata atlantica;689,15;Cwa;3548;40,71;88,04;33,84
3121803;Dion√≠sio;31;MG;n„o metropolitana;mata atlantica;399,79;Aw;7010;72,43;91,77;82,22
3121902;Divin√©sia;31;MG;n„o metropolitana;mata atlantica;699,02;Cwb;4190;47,84;99,04;74,98
3122009;Divino;31;MG;n„o metropolitana;mata atlantica;857,99;Cwb;20705;54,2;85,77;64,26
3122108;Divino Das Laranjeiras;31;MG;n„o metropolitana;mata atlantica;376,45;Aw;4128;73,73;93,75;73,48
3122207;Divinol√¢ndia De Minas;31;MG;n„o metropolitana;mata atlantica;833,54;Cwa;6457;59,8;95,73;69,48
3122306;Divin√≥polis;31;MG;n„o metropolitana;cerrado;783,62;Cwa;248581;90,52;99,18;98
3122355;Divisa Alegre;31;MG;n„o metropolitana;mata atlantica;858,14;Cwa;6321;2,31;96,48;94,42
3122405;Divisa Nova;31;MG;n„o metropolitana;mata atlantica;867,53;Cwb;5791;75,98;91,88;89,35
3122454;Divis√≥polis;31;MG;n„o metropolitana;mata atlantica;748,15;As;10206;9,8;84,65;76,54
3122470;Dom Bosco;31;MG;n„o metropolitana;cerrado;596,01;Aw;3698;42,29;75,32;68,97
3122504;Dom Cavati;31;MG;n„o metropolitana;mata atlantica;455,62;Aw;4904;78,13;96,29;87,42
3122603;Dom Joaquim;31;MG;n„o metropolitana;mata atlantica;682,5;Cwa;4920;58,51;87,62;64,22
3122702;Dom Silv√©rio;31;MG;n„o metropolitana;mata atlantica;665,57;Cwa;4991;46,8;89,26;82,21
3122801;Dom Vi√ßoso;31;MG;n„o metropolitana;mata atlantica;1126,27;Cwb;3095;63,03;79,82;73,84
3122900;Dona Eus√©bia;31;MG;n„o metropolitana;mata atlantica;354,15;Cwa;6122;56,75;95,64;87,67
3123007;Dores De Campos;31;MG;n„o metropolitana;mata atlantica;1004,15;Cwb;9956;82,81;94,17;92,46
3123106;Dores De Guanh√£es;31;MG;n„o metropolitana;mata atlantica;693,72;Cwa;4984;33,58;65;37,49
3123205;Dores Do Indai√°;31;MG;n„o metropolitana;cerrado;668,41;Cwa;12534;88,9;99,23;94,76
3123304;Dores Do Turvo;31;MG;n„o metropolitana;mata atlantica;789,69;Cwb;4988;35,22;89,82;52,71
3123403;Dores√≥polis;31;MG;n„o metropolitana;cerrado;708,24;Cwa;1378;87,85;95,14;78,75
3123502;Douradoquara;31;MG;n„o metropolitana;cerrado;720,23;Aw;1779;66,82;91,93;70,26
3123528;Durand√©;31;MG;n„o metropolitana;mata atlantica;687,51;Cwa;7832;38,07;84,73;52,37
3123601;El√≥i Mendes;31;MG;n„o metropolitana;mata atlantica;868,05;Cwb;26283;87,72;97,22;85,29
3123700;Engenheiro Caldas;31;MG;n„o metropolitana;mata atlantica;292,93;Aw;13629;77,15;94,67;79,67
3123809;Engenheiro Navarro;31;MG;n„o metropolitana;cerrado;685,1;Aw;6318;21,86;83,38;60,73
3123858;Entre Folhas;31;MG;n„o metropolitana;mata atlantica;551,31;Cwa;4862;56,59;95,51;73,77
3123908;Entre Rios De Minas;31;MG;n„o metropolitana;mata atlantica;972,91;Cwb;14952;66,29;93,52;77,71
3124005;Erv√°lia;31;MG;n„o metropolitana;mata atlantica;892,87;Cwb;20028;53,39;90,23;65,61
3124104;Esmeraldas;31;MG;metropolitana;cerrado;814,4;Cwa;102608;25,1;94,01;84,61
3124203;Espera Feliz;31;MG;n„o metropolitana;mata atlantica;982,38;Cwb;24081;56,71;90,44;76,38
3124302;Espinosa;31;MG;n„o metropolitana;caatinga;675,5;As;29650;2,31;80,08;51,34
3124401;Esp√≠rito Santo Do Dourado;31;MG;n„o metropolitana;mata atlantica;1172,16;Cfb;5832;51,18;79,66;66,35
3124500;Estiva;31;MG;n„o metropolitana;mata atlantica;999,57;Cwb;11520;53,89;84,65;82,93
3124609;Estrela Dalva;31;MG;n„o metropolitana;mata atlantica;258,9;Aw;2142;71,92;89,22;79,42
3124708;Estrela Do Indai√°;31;MG;n„o metropolitana;cerrado;724,92;Cwa;2764;55,84;91,02;79,35
3124807;Estrela Do Sul;31;MG;n„o metropolitana;cerrado;883,41;Cwb;6717;73,6;92,76;79,15
3124906;Eugen√≥polis;31;MG;n„o metropolitana;mata atlantica;503,7;Cwa;10805;73,81;94,47;75,32
3125002;Ewbank Da C√¢mara;31;MG;n„o metropolitana;mata atlantica;826,05;Cwb;3863;92,25;99,45;95,21
3125101;Extrema;31;MG;n„o metropolitana;mata atlantica;1069,12;Cfb;53520;76,61;89,87;97,99
3125200;Fama;31;MG;n„o metropolitana;mata atlantica;816,97;Cwb;2542;50,92;93,41;88,64
3125309;Faria Lemos;31;MG;n„o metropolitana;mata atlantica;627,14;Cwa;3209;65,8;94,65;77,95
3125408;Fel√≠cio Dos Santos;31;MG;n„o metropolitana;cerrado;965,81;Cwb;5126;0,53;88,82;42,22
3125507;S√£o Gon√ßalo Do Rio Preto;31;MG;n„o metropolitana;cerrado;995,65;Cwb;3035;5,45;73,55;61,95
3125606;Felisburgo;31;MG;n„o metropolitana;mata atlantica;692,65;Cfa;6424;66;91,88;68,19
3125705;Felixl√¢ndia;31;MG;n„o metropolitana;cerrado;651,11;Aw;14084;13,52;89,07;80,74
