"municipio_geocodigo","ano_e","xp","tp","dc3","dc6","dcmax","dcmed","dci","ds3","ds6","dsmax","dsmed","inc","p","st"
3551504,2014,57,28,1,1,14,1,2,0,0,2,2,1182.92,16,5.21
3551504,2015,109,18,2,1,15,3,1,3,1,6,1,1915.96,21,6.31
3551504,2016,3,20,0,0,0,0,0,5,4,8,5.5,38.82,0,0.11
3551504,2017,3,2,0,0,0,0,0,3,2,12,2,61.66,0,1.02
3551504,2018,108,27,1,1,14,14,0,2,2,9,2,1651.06,14,2.82
3551504,2019,37,23,3,2,12,3,2,2,1,8,2.5,1080.16,26,2.06
3551504,2020,5,16,0,0,0,0,0,2,2,20,2,75.36,1,1.68
3551504,2021,59,28,1,1,8,1,3,1,1,16,16,664.54,14,5.85
3551504,2022,228,26,1,1,18,9.5,1,2,1,11,2,3560.17,20,2.02
3551603,2010,7,17,0,0,1,1,1,3,2,13,2,97.42,1,0.11
3551603,2011,5,3,0,0,0,0,0,4,3,10,2,76.54,1,0.12
3551603,2012,2,28,0,0,0,0,0,3,2,16,2,45.23,0,0.04
3551603,2013,17,32,0,0,2,1.5,1,4,3,9,3,219.19,4,2.41
3551603,2014,64,25,1,1,14,14,0,3,0,5,2,1583.05,15,1.71
3551603,2015,8,27,1,0,3,2.5,0,3,1,15,2.5,257.46,6,1.18
3551603,2016,4,17,0,0,0,0,0,6,1,7,2.5,76.54,0,0.13
3551603,2017,1,1,0,0,0,0,0,6,2,15,3,41.75,0,0.04
3551603,2018,9,47,0,0,1,1,1,2,1,11,1.5,222.67,4,0.44
3551603,2019,4,23,0,0,0,0,0,4,1,6,1,191.36,0,0.3
3551603,2020,2,21,0,0,0,0,0,6,3,11,5,45.23,0,0.26
3551603,2021,8,31,1,0,4,2.5,1,5,3,10,3.5,160.04,5,0.39
3551603,2022,7,30,0,0,2,2,0,2,0,5,2,219.19,3,0.07
3551702,2010,127,28,1,1,26,1,4,0,0,2,1,1322.54,33,4.22
3551702,2011,15,24,1,1,14,1,4,0,0,1,1,185.91,20,5.05
3551702,2012,77,33,1,1,24,12.5,1,0,0,2,1.5,713.45,29,3.59
3551702,2013,28,35,2,2,15,11.5,0,0,0,1,1,305.77,25,3.02
3551702,2014,72,30,2,1,24,1,4,1,0,5,1,781.94,33,28.77
3551702,2015,371,18,2,2,18,15,0,2,0,5,1,3260.68,30,29.99
3551702,2016,10,17,1,0,4,1,5,1,0,3,1,125.57,13,0.61
3551702,2017,9,16,1,1,6,2,2,0,0,1,1,172.86,23,1.24
3551702,2018,200,33,1,1,29,2,1,0,0,1,1,1577.75,34,25.43
3551702,2019,335,19,2,2,27,19.5,0,0,0,1,1,2398.83,40,23.93
3551702,2020,21,28,2,1,8,2,2,0,0,2,1,194.87,23,14.69
3551702,2021,529,26,2,2,39,23,0,0,0,1,1,4194.29,47,16.75
3551702,2022,84,27,2,2,39,23.5,0,1,0,4,4,1255.68,47,11.27
3551801,2010,4,27,0,0,0,0,0,4,2,22,3.5,99.59,0,0.01
3551801,2011,1,12,0,0,0,0,0,7,2,11,5,76.61,0,0.73
3551801,2012,132,22,1,1,8,2,1,2,2,21,17,3393.86,11,0.73
3551801,2013,6,43,0,0,1,1,1,4,4,19,12,99.59,1,0.12
3551801,2014,18,27,0,0,1,1,2,5,2,20,3,291.12,2,0.03
3551801,2015,1,27,0,0,0,0,0,2,2,26,25.5,7.66,0,0.04
3551801,2016,11,29,0,0,1,1,1,4,2,20,11,214.51,3,0.05
3551801,2017,3,38,0,0,0,0,0,4,2,26,3.5,61.29,0,0.05
3551801,2018,2,28,0,0,0,0,0,4,1,27,4,84.27,0,0.88
3551801,2019,110,17,1,1,7,4.5,0,2,1,27,3,3309.58,11,0.89
3551801,2020,1,19,0,0,0,0,0,2,2,33,25.5,7.66,0,0
3551801,2021,2,20,0,0,0,0,0,4,4,23,9,30.64,0,0.01
3551801,2022,22,31,1,0,5,5,0,4,1,12,3,1011.26,7,0.24
3551900,2010,3,51,0,0,0,0,0,3,1,8,2,175.28,0,0.05
3551900,2011,3,29,0,0,0,0,0,4,2,11,2,151.91,0,1.05
3551900,2012,52,19,1,1,10,2,1,3,1,8,2,1513.29,14,1.04
3551900,2013,3,24,0,0,0,0,0,5,3,13,3,134.39,0,0.97
3551900,2014,26,23,1,1,15,8,1,1,1,14,7.5,1595.09,21,0.75
3551900,2015,18,26,1,1,6,6,0,5,2,7,3,525.85,6,0.33
3551900,2016,8,20,0,0,1,1,2,3,2,9,2,286.3,2,0.21
3551900,2017,3,10,0,0,0,0,0,4,1,10,2,128.54,0,0.19
3551900,2018,112,34,1,1,17,1,4,1,1,7,1,4820.33,23,4.35
3551900,2019,16,24,2,0,5,2.5,2,2,1,8,1,1156.88,17,3.95
3551900,2020,6,33,0,0,1,1,1,2,0,4,2,333.04,2,3.37
3551900,2021,180,26,1,1,18,10,0,3,0,5,2,7765.12,22,3.12
3551900,2022,35,29,2,1,14,3,1,3,0,5,1,1846.33,18,1.69
3552007,2010,2,24,0,0,0,0,0,4,3,19,12,144.51,0,0.01
3552007,2011,2,29,0,0,0,0,0,6,2,15,5,128.45,0,0.02
3552007,2012,2,25,0,0,0,0,0,3,2,17,2,192.68,0,0.02
3552007,2013,1,24,0,0,0,0,0,3,3,23,12.5,48.17,0,0.02
3552007,2014,7,32,0,0,1,1,1,3,2,17,2.5,513.81,1,0.07
3552007,2015,5,28,0,0,0,0,0,4,2,24,11,112.4,1,0.06
3552007,2016,1,17,0,0,0,0,0,2,2,35,25.5,16.06,0,0.02
3552007,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3552007,2018,10,34,0,0,1,1,1,2,2,24,2,449.58,2,0.26
3552007,2019,16,25,1,0,3,1,3,4,2,19,4,1172.13,6,0.25
3552007,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.02
3552007,2021,1,4,0,0,0,0,0,3,2,24,23,32.11,0,0
3552007,2022,1,49,0,0,0,0,0,1,1,48,24.5,48.17,0,0.01
3552106,2010,2,25,0,0,0,0,0,4,3,17,3,22.38,0,0.02
3552106,2011,1,12,0,0,0,0,0,4,3,23,11,9.95,0,0.02
3552106,2012,2,30,0,0,0,0,0,3,2,21,2,19.89,0,0.07
3552106,2013,5,31,0,0,0,0,0,6,1,7,3.5,77.08,1,1.61
3552106,2014,95,30,1,1,18,18,0,3,1,6,2,2349.58,18,2.79
3552106,2015,21,27,2,1,10,4,1,3,1,8,1,559.42,17,3.02
3552106,2016,4,4,0,0,0,0,0,2,2,17,1.5,57.19,0,0.18
3552106,2017,3,19,0,0,0,0,0,4,2,11,1,67.13,0,0.12
3552106,2018,33,33,1,1,11,6,1,2,0,5,1,559.42,15,0.79
3552106,2019,6,28,0,0,1,1,1,3,2,15,1,146.69,1,0.82
3552106,2020,5,29,0,0,0,0,0,4,2,8,1.5,72.1,1,0.07
3552106,2021,26,31,1,1,12,6.5,1,3,0,5,1,512.18,13,0.81
3552106,2022,9,29,0,0,1,1,1,1,1,7,1,258.58,4,0.56
3552205,2010,898,27,3,1,39,3.5,0,0,0,1,1,1676.69,49,11.7
3552205,2011,215,22,2,2,39,25.5,0,0,0,1,1,764.39,51,58.84
3552205,2012,1401,22,2,2,39,25.5,0,0,0,1,1,2627.79,51,60.45
3552205,2013,304,32,2,2,39,25.5,0,0,0,1,1,994.74,51,405.54
3552205,2014,6242,22,1,1,52,52,0,0,0,0,0,10429.77,52,374.2
3552205,2015,621,26,2,2,39,25.5,0,0,0,1,1,1512.11,51,157.74
3552205,2016,143,23,2,2,39,25.5,0,0,0,1,1,633.31,51,15.16
3552205,2017,155,17,2,2,39,25.5,0,0,0,1,1,597.69,51,9
3552205,2018,609,30,2,2,39,25.5,0,0,0,1,1,1684.57,51,95.26
3552205,2019,1044,21,2,2,39,25.5,0,0,0,1,1,1837.18,51,70.62
3552205,2020,441,28,1,1,52,52,0,0,0,0,0,1313.14,52,12.21
3552205,2021,628,32,2,2,39,25,0,0,0,2,2,1528.63,50,60.72
3552205,2022,2077,28,2,2,39,24.5,0,0,0,1,1,4321.45,49,109.55
3552304,2010,4,14,0,0,0,0,0,7,1,7,3,362.08,0,0.06
3552304,2011,2,40,0,0,0,0,0,4,4,19,11.5,64.66,0,0.65
3552304,2012,33,27,1,1,12,6.5,1,4,1,7,3,3245.83,13,0.89
3552304,2013,7,37,0,0,2,2,0,4,1,17,3,568.99,3,2.61
3552304,2014,77,22,1,1,17,9,1,1,1,6,1,9750.42,19,2.26
3552304,2015,13,20,1,1,9,5,1,2,2,12,1,1681.11,11,2.88
3552304,2016,5,19,0,0,0,0,0,3,1,20,1,452.61,1,0.09
3552304,2017,3,14,0,0,0,0,0,6,1,7,3,400.88,0,2.86
3552304,2018,72,20,1,1,26,13.5,1,1,1,6,1.5,10927.2,29,2.57
3552304,2019,17,32,1,1,11,2,2,1,0,4,1,2754.43,19,1.82
3552304,2020,138,30,1,1,22,1,2,0,0,1,1,16927.45,29,5.75
3552304,2021,58,31,2,2,22,6,0,3,0,4,3,9323.68,31,3.34
3552304,2022,23,29,3,1,11,3,0,1,0,3,1,2974.27,17,2.78
3552403,2010,175,28,3,3,27,4,1,0,0,1,1,727.09,47,2.42
3552403,2011,77,30,5,2,29,4,0,0,0,1,1,331.49,49,4.19
3552403,2012,402,29,2,1,25,1,5,0,0,1,1,1201.07,42,14.27
3552403,2013,331,28,2,1,32,2,1,0,0,1,1,1295.57,42,55.27
3552403,2014,1755,25,1,1,46,2,1,0,0,0,0,6509.36,50,51.02
3552403,2015,231,23,3,2,22,3.5,2,0,0,1,1,971.4,46,39.47
3552403,2016,22,21,4,1,13,2,4,0,0,1,1,147.25,33,2.53
3552403,2017,16,17,2,1,6,2,2,0,0,1,1,86.81,19,1.46
3552403,2018,348,33,1,1,27,1,2,0,0,1,1,1208.76,32,17.37
3552403,2019,71,22,1,1,34,2,1,0,0,1,1,420.14,42,14.76
3552403,2020,77,27,1,1,27,27,0,2,1,6,3,259.33,28,1.49
3552403,2021,203,33,1,1,31,1,2,1,0,3,1.5,790.82,34,13.91
3552403,2022,205,27,3,2,34,9,0,1,0,3,3,974.33,46,4.38
3552502,2010,6,26,0,0,1,1,1,3,1,9,2,25.11,2,0.09
3552502,2011,6,26,0,0,1,1,1,3,0,3,1,26.14,2,0.15
3552502,2012,20,28,1,0,3,1,2,3,0,5,1,40.93,8,0.29
3552502,2013,18,33,1,1,6,6,0,3,0,5,1.5,45.74,8,1.14
3552502,2014,64,28,1,1,19,10,1,2,0,4,1,185.37,22,2.73
3552502,2015,65,24,1,1,19,1,3,1,0,4,1,194.66,24,3.53
3552502,2016,15,23,0,0,1,1,1,4,1,7,2,19.26,1,0.47
3552502,2017,8,14,0,0,1,1,2,2,0,5,1,27.17,4,0.31
3552502,2018,64,33,3,1,18,4,0,2,1,8,2.5,225.61,28,4.19
3552502,2019,19,2,3,2,8,5,0,0,0,2,1,102.14,26,4.23
3552502,2020,12,33,1,1,6,3.5,1,1,0,4,1,41.27,9,0.47
3552502,2021,203,31,2,1,13,1,4,1,0,5,1,295.77,24,4.69
3552502,2022,68,31,2,1,26,1,5,1,0,3,3,303.33,42,1.47
3552551,2010,3,35,0,0,0,0,0,3,3,16,11,391.03,0,0.04
3552551,2011,2,16,0,0,0,0,0,5,2,14,3,417.1,0,0.22
3552551,2012,12,24,2,0,3,3,1,3,2,10,1,2294.06,8,0.26
3552551,2013,20,34,0,0,2,1.5,1,3,1,20,4,2033.37,6,1.31
3552551,2014,54,25,1,1,15,15,0,3,0,5,1,8602.71,17,0.89
3552551,2015,5,25,0,0,0,0,0,4,1,15,3,1199.17,1,0.91
3552551,2016,6,3,0,0,1,1,1,3,2,12,2,938.48,2,0.17
3552551,2017,1,3,0,0,0,0,0,3,2,29,9,78.21,0,1.75
3552551,2018,48,19,1,1,17,2,1,2,2,16,10,9906.15,21,1.67
3552551,2019,4,22,0,0,0,0,0,3,2,19,1.5,938.48,0,0.35
3552551,2020,18,33,1,1,8,1,3,4,1,6,3,3988.53,12,2.79
3552551,2021,90,18,1,1,12,6.5,1,3,3,20,6,11965.59,15,2.77
3552551,2022,11,26,1,0,3,1.5,2,3,1,18,2.5,2659.02,12,0.15
3552601,2010,3,17,0,0,0,0,0,4,1,13,2,244.88,0,0.09
3552601,2011,4,30,0,0,0,0,0,4,1,11,1,285.69,0,0.24
3552601,2012,25,29,1,1,8,1,2,3,2,9,4,1387.64,10,0.65
3552601,2013,7,32,0,0,1,1,2,2,1,7,2,595.87,6,3.52
3552601,2014,87,25,1,1,23,23,0,1,0,3,1,8203.41,24,3.3
3552601,2015,13,22,0,0,2,1.5,1,3,0,4,1,587.71,3,1.97
3552601,2016,3,12,0,0,0,0,0,3,0,4,2,391.8,0,0.25
3552601,2017,6,25,0,0,1,1,1,2,1,7,1,653.01,3,0.71
3552601,2018,108,29,1,1,20,11,0,1,0,4,1,8913.56,25,5.65
3552601,2019,32,19,1,1,17,1.5,2,0,0,1,1,3387.48,23,4.16
3552601,2020,69,21,1,1,21,1,2,1,0,3,1,7378.99,25,3.12
3552601,2021,49,31,1,1,16,8.5,1,0,0,2,1,2930.37,20,0.48
3552601,2022,9,34,1,0,3,1,4,2,1,6,1,1004,9,1.09
3552700,2010,6,16,0,0,1,1,1,2,1,7,1,451.76,2,0.13
3552700,2011,4,18,0,0,0,0,0,2,0,4,2,309.43,0,0.32
3552700,2012,21,27,1,1,8,4.5,1,3,0,4,2,1045.86,9,0.41
3552700,2013,4,39,0,0,0,0,0,5,1,14,3,173.28,0,1.48
3552700,2014,78,25,1,1,16,16,0,3,2,7,1,2890.03,16,1.94
3552700,2015,42,23,1,1,18,18,0,1,1,12,2,2240.24,19,2.33
3552700,2016,4,19,0,0,0,0,0,5,2,16,3,111.39,0,0.47
3552700,2017,4,2,0,0,0,0,0,5,1,9,2,179.47,0,1.27
3552700,2018,63,32,1,1,15,15,0,3,1,10,4,2549.66,15,1.15
3552700,2019,12,19,2,0,4,3,1,5,1,8,3.5,643.6,8,1.48
3552700,2020,3,15,0,0,0,0,0,7,3,8,4,142.34,0,0.13
3552700,2021,39,32,2,1,12,1,3,3,1,11,4,2463.02,21,10.9
3552700,2022,255,20,1,1,22,2,1,3,0,5,2,12259.42,29,1.57
3552809,2010,18,30,2,2,9,7,0,1,0,4,1,82.97,20,0.23
3552809,2011,29,29,1,1,9,1.5,3,1,0,4,1,78.32,17,0.21
3552809,2012,15,27,1,1,11,1,2,2,0,3,2,65.09,13,0.35
3552809,2013,178,32,1,1,18,1,2,1,0,3,1,407.68,21,10.4
3552809,2014,461,26,1,1,20,10.5,1,0,0,2,1,1209.8,21,5.43
3552809,2015,50,21,2,1,24,13.5,0,1,0,3,1,197.4,28,11.27
3552809,2016,6,8,0,0,1,1,1,3,0,5,1,24.32,2,0.96
3552809,2017,4,28,0,0,0,0,0,3,1,18,1,6.79,0,0.08
3552809,2018,22,32,1,1,11,6,1,2,1,11,1.5,75.81,15,1.17
3552809,2019,8,20,0,0,2,1.5,2,3,1,6,2,30.4,8,1.18
3552809,2020,6,29,0,0,2,2,0,2,2,8,1.5,18.6,4,0.15
3552809,2021,23,34,1,1,6,6,0,5,0,5,3.5,41.13,6,0.47
3552809,2022,6,32,0,0,1,1,2,2,0,4,1,27.18,4,0.33
3552908,2010,4,26,0,0,0,0,0,3,3,25,6,145.33,0,0.01
3552908,2011,1,15,0,0,0,0,0,4,3,22,12,48.44,0,0.44
3552908,2012,26,25,1,1,6,6,0,2,2,19,5.5,1969.97,9,0.44
3552908,2013,2,33,0,0,0,0,0,4,3,23,5,129.18,0,0.17
3552908,2014,6,27,0,0,1,1,2,4,3,13,2.5,549.01,3,0.26
3552908,2015,4,14,0,0,0,0,0,2,2,26,4.5,435.98,0,0.31
3552908,2016,1,20,0,0,0,0,0,4,3,19,12.5,48.44,0,0.02
3552908,2017,1,15,0,0,0,0,0,3,2,24,3.5,80.74,0,0.03
3552908,2018,19,34,1,0,5,5,0,3,1,8,1.5,1420.96,5,0.62
3552908,2019,7,21,0,0,2,1.5,1,1,1,15,1,1388.66,7,0.36
3552908,2020,4,26,0,0,0,0,0,8,0,4,3,452.12,0,0.27
3552908,2021,29,31,1,1,8,4.5,1,3,3,9,5,2728.89,9,1.53
3552908,2022,60,28,1,1,19,10,1,2,1,9,2.5,6555.79,25,0.57
3553005,2010,3,25,0,0,0,0,0,5,3,20,6,99.15,0,0.04
3553005,2011,1,1,0,0,0,0,0,3,2,28,9.5,30.51,0,0.02
3553005,2012,4,36,0,0,0,0,0,4,3,17,9,68.64,0,0.05
3553005,2013,3,33,0,0,0,0,0,5,3,16,10,53.39,0,0.15
3553005,2014,21,31,1,1,6,3.5,1,2,1,8,1,976.28,7,0.67
3553005,2015,8,8,0,0,1,1,2,3,1,9,1,526.28,4,0.63
3553005,2016,2,5,0,0,0,0,0,4,2,20,11,61.02,0,0.13
3553005,2017,1,11,0,0,0,0,0,3,2,37,10,15.25,0,0.03
3553005,2018,9,36,0,0,2,1.5,1,4,1,18,3.5,450,5,0.39
3553005,2019,3,5,0,0,0,0,0,3,2,6,1,358.48,0,0.22
3553005,2020,6,24,0,0,1,1,1,6,1,6,3,427.12,5,0.22
3553005,2021,4,27,0,0,0,0,0,6,2,7,3,213.56,0,0.04
3553005,2022,10,28,1,1,6,3.5,1,3,2,14,2,640.68,7,0.35
3553104,2010,4,32,0,0,0,0,0,4,2,17,5,207.83,0,0.03
3553104,2011,3,9,0,0,0,0,0,5,2,15,5,239.81,0,0.75
3553104,2012,25,19,1,1,6,6,0,5,1,17,3,1870.5,6,0.76
3553104,2013,2,10,0,0,0,0,0,4,3,17,3,143.88,0,0.28
3553104,2014,16,25,2,0,4,2,2,3,2,11,2,2046.36,13,1
3553104,2015,22,20,1,0,5,1,2,2,1,22,1,1534.77,7,0.97
3553104,2016,13,30,1,0,3,1,3,3,2,12,4,1774.58,12,0.43
3553104,2017,1,10,0,0,0,0,0,2,2,41,25,31.97,0,0.45
3553104,2018,25,31,1,1,16,16,0,3,3,11,7,3325.34,16,0.95
3553104,2019,2,16,0,0,0,0,0,6,3,12,5,207.83,0,0.9
3553104,2020,3,19,0,0,0,0,0,5,3,14,4,191.85,0,0.05
3553104,2021,8,30,0,0,2,2,0,4,2,9,4.5,895.28,4,0.27
3553104,2022,9,32,0,0,2,1,2,4,2,17,4,1071.14,6,0.06
3553203,2010,2,23,0,0,0,0,0,5,3,22,4.5,178.48,0,0.01
3553203,2011,1,19,0,0,0,0,0,4,2,23,11.5,53.54,0,0.1
3553203,2012,19,29,1,1,6,4,0,4,1,17,3,2123.86,10,0.38
3553203,2013,5,33,0,0,0,0,0,4,3,26,4.5,160.63,1,0.35
3553203,2014,11,24,0,0,2,1,2,2,1,16,1,1588.43,6,0.73
3553203,2015,26,23,3,1,6,4,0,2,2,17,2,3658.75,17,0.72
3553203,2016,5,51,0,0,0,0,0,3,1,13,2,481.88,1,0.19
3553203,2017,1,1,0,0,0,0,0,6,3,12,4,160.63,0,0.19
3553203,2018,83,30,2,0,4,1,3,3,2,15,2,3997.86,11,0.77
3553203,2019,13,20,2,0,4,4,0,3,2,14,8,1749.06,9,0.79
3553203,2020,1,8,0,0,0,0,0,6,5,13,7,89.24,0,0.15
3553203,2021,12,32,1,1,8,4.5,1,2,1,15,1,1909.69,11,0.42
3553203,2022,12,26,0,0,2,1.5,1,4,2,10,3,1053.01,3,0.29
3553302,2010,55,30,1,1,13,7,1,1,0,4,2,1951.26,15,0.37
3553302,2011,4,20,0,0,0,0,0,4,3,13,1,124.64,0,1.85
3553302,2012,18,27,1,1,7,4,1,4,1,6,3,627.5,10,0.51
3553302,2013,38,33,1,1,15,8,1,4,2,6,4,1383.93,16,3.61
3553302,2014,239,28,1,1,19,2,1,0,0,2,1,7998.45,24,5.64
3553302,2015,27,22,2,1,8,6.5,0,1,1,8,1.5,803.71,16,7.52
3553302,2016,6,9,0,0,1,1,1,3,2,8,1,236.39,2,0.22
3553302,2017,5,5,0,0,0,0,0,4,1,7,1.5,163.32,1,0.14
3553302,2018,4,31,0,0,0,0,0,3,2,11,1,167.62,0,1.36
3553302,2019,58,29,1,1,19,19,0,3,3,8,6,2454.12,19,1.55
3553302,2020,6,17,0,0,1,1,1,4,2,10,2,137.53,1,1.7
3553302,2021,7,29,0,0,1,1,2,3,1,12,2,236.39,3,0.49
3553302,2022,35,33,1,1,14,7.5,1,1,1,6,1,1405.42,16,1.14
3553401,2010,22,28,2,1,6,2,2,1,0,3,1.5,894.14,19,0.37
3553401,2011,7,20,0,0,1,1,5,1,0,3,1,462.62,9,1.44
3553401,2012,73,28,2,1,19,3,1,2,0,3,1,2433.62,26,2.54
3553401,2013,25,34,1,1,10,1,4,2,0,4,3,1119.62,20,12.76
3553401,2014,197,19,1,1,34,1,3,0,0,2,2,7763.48,43,10.33
3553401,2015,33,22,2,2,19,1,4,1,0,3,1,1924.35,29,4.2
3553401,2016,9,32,0,0,1,1,3,0,0,2,1,423.75,3,1.02
3553401,2017,8,30,0,0,2,1,2,0,0,2,1,322.67,5,2.41
3553401,2018,210,34,1,1,30,30,0,2,0,3,3,8890.88,31,16.47
3553401,2019,74,27,2,1,28,2,2,0,0,1,1,4027.52,41,13.99
3553401,2020,36,33,2,1,20,1,3,0,0,1,1,2025.42,34,15.69
3553401,2021,189,24,2,2,23,7,1,0,0,1,1,10057.15,38,15.83
3553401,2022,40,25,2,1,9,2,2,1,0,4,1.5,1403.41,25,2.29
3553500,2010,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3553500,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
3553500,2012,2,17,0,0,0,0,0,4,2,16,4.5,175.59,0,0.03
3553500,2013,1,22,0,0,0,0,0,2,2,28,21,25.08,0,0.02
3553500,2014,4,19,0,0,0,0,0,5,4,12,4,175.59,0,0.02
3553500,2015,1,20,0,0,0,0,0,2,2,32,25.5,12.54,0,0.01
3553500,2016,1,17,0,0,0,0,0,2,2,32,16,25.08,0,0.01
3553500,2017,1,15,0,0,0,0,0,2,2,35,14,25.08,0,0
3553500,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
3553500,2019,1,19,0,0,0,0,0,2,2,32,25,25.08,0,0.01
3553500,2020,1,29,0,0,0,0,0,2,2,28,25.5,12.54,0,0.01
3553500,2021,2,28,0,0,0,0,0,3,2,24,23,37.63,0,0
3553500,2022,1,43,0,0,0,0,0,2,2,42,25.5,12.54,0,0.01
3553609,2010,15,30,1,0,5,3,1,2,2,22,13,773.24,8,0.02
3553609,2011,3,2,0,0,0,0,0,4,2,24,9,76.56,0,0.25
3553609,2012,44,30,1,1,9,9,0,5,1,10,2.5,1423.98,9,0.39
3553609,2013,3,23,0,0,0,0,0,3,2,22,2,114.84,0,0.51
3553609,2014,57,23,1,1,9,2,1,3,2,14,8.5,2978.1,13,0.5
3553609,2015,7,14,0,0,1,1,1,4,1,18,2,252.64,1,0.49
3553609,2016,1,23,0,0,0,0,0,3,3,22,19,15.31,0,0.02
3553609,2017,2,24,0,0,0,0,0,3,2,28,2,68.9,0,0.03
3553609,2018,5,28,0,0,0,0,0,2,2,25,9,122.49,1,0.48
3553609,2019,47,30,1,1,14,14,0,2,2,16,2,2733.12,14,0.46
3553609,2020,1,33,0,0,0,0,0,2,2,32,25.5,7.66,0,0.42
3553609,2021,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3553609,2022,1,36,0,0,0,0,0,2,2,35,14,15.31,0,0.01
3553658,2010,2,26,0,0,0,0,0,2,2,26,25,106.27,0,0.01
3553658,2011,2,31,0,0,0,0,0,4,2,25,10.5,141.69,0,0.05
3553658,2012,14,29,0,0,2,1.5,1,4,3,11,6,2019.13,3,0.12
3553658,2013,2,20,0,0,0,0,0,4,3,18,11.5,247.96,0,0.13
3553658,2014,17,27,1,0,4,4,0,3,2,17,3,2869.29,6,0.08
3553658,2015,5,16,0,0,0,0,0,3,2,22,2.5,956.43,1,0.13
3553658,2016,2,50,0,0,0,0,0,2,2,27,20,141.69,0,0.02
3553658,2017,2,16,0,0,0,0,0,4,4,15,12.5,141.69,0,0.01
3553658,2018,13,32,1,0,4,1,2,3,3,11,9.5,3152.67,9,0.29
3553658,2019,6,25,0,0,1,1,1,3,2,17,2,1027.28,2,0.26
3553658,2020,3,1,0,0,0,0,0,3,2,30,16,177.12,0,0.6
3553658,2021,52,25,1,1,13,7,1,3,2,13,3,12858.66,14,0.58
3553658,2022,4,26,0,0,0,0,0,4,3,16,7,425.08,0,0.44
3553708,2010,12,20,1,1,6,2,0,1,0,3,1,287.97,14,0.17
3553708,2011,7,8,0,0,1,1,1,0,0,2,1,182.61,4,4.05
3553708,2012,147,25,1,1,22,11.5,1,0,0,2,1,2108.83,25,3.69
3553708,2013,29,32,2,2,11,5,2,2,1,6,2,560.13,23,3.05
3553708,2014,70,31,1,1,18,1,3,1,0,3,1,1190.5,27,10
3553708,2015,180,28,2,1,22,4,0,1,0,4,2,3281.77,29,9.18
3553708,2016,7,20,1,0,3,3,0,3,0,5,1.5,152.76,3,4.35
3553708,2017,14,30,1,1,7,2,2,0,0,1,1,363.47,19,4.6
3553708,2018,427,32,1,1,28,2,1,0,0,2,2,7509.96,38,25.92
3553708,2019,65,20,2,1,22,2.5,2,0,0,1,1,979.79,28,27.31
3553708,2020,5,12,0,0,0,0,0,0,0,2,1,152.76,6,1.18
3553708,2021,39,36,1,1,21,21,0,0,0,2,1,884.97,24,59.3
3553708,2022,878,20,2,2,28,8,1,1,0,3,1,16777.58,37,9.45
3553807,2010,2,18,0,0,0,0,0,2,2,20,2,51.64,0,0.02
3553807,2011,1,20,0,0,0,0,0,3,3,20,19,8.61,0,0.02
3553807,2012,3,23,0,0,0,0,0,4,3,20,10,34.42,0,0.02
3553807,2013,2,15,0,0,0,0,0,5,3,11,4,47.33,0,0.32
3553807,2014,25,25,1,1,12,12,0,5,1,13,3,968.16,15,0.75
3553807,2015,8,8,0,0,1,1,1,1,1,19,2,240.96,2,0.71
3553807,2016,4,20,0,0,0,0,0,4,1,19,2,94.66,0,0.1
3553807,2017,1,3,0,0,0,0,0,2,2,24,24,8.61,0,0.02
3553807,2018,7,32,0,0,1,1,1,2,2,21,1,185.03,2,0.22
3553807,2019,3,4,0,0,0,0,0,7,2,7,3.5,111.88,0,0.18
3553807,2020,4,29,0,0,0,0,0,5,3,11,3,94.66,0,0.05
3553807,2021,3,25,0,0,0,0,0,5,2,16,3,86.06,0,0.02
3553807,2022,14,31,1,0,5,1,2,5,2,9,4,387.26,9,0.29
3553856,2010,1,9,0,0,0,0,0,3,2,36,8,69.99,0,0.01
3553856,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3553856,2012,1,28,0,0,0,0,0,2,2,27,25.5,17.5,0,0.02
3553856,2013,5,10,0,0,0,0,0,7,4,7,4,314.96,1,0.02
3553856,2014,4,22,0,0,0,0,0,3,2,22,5,314.96,0,0.03
3553856,2015,1,28,0,0,0,0,0,2,2,27,25.5,17.5,0,0.01
3553856,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3553856,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3553856,2018,2,34,0,0,0,0,0,3,2,28,18,52.49,0,0
3553856,2019,2,45,0,0,0,0,0,2,2,44,25.5,35,0,0
3553856,2020,3,31,0,0,0,0,0,2,2,30,2,122.48,0,0.01
3553856,2021,6,31,0,0,1,1,1,4,3,22,9,332.46,1,0.02
3553856,2022,1,26,0,0,0,0,0,3,3,25,16,35,0,0.03
3553906,2010,2,8,0,0,0,0,0,5,4,13,6,150.64,0,0.03
3553906,2011,3,32,0,0,0,0,0,4,1,28,3,178.03,0,0.12
