region;uf_code;uf_acr;uf_name;muni_code;muni_name;xp;tp;dc3;dcmax;dci;ds3;dsmax;st;inc;dengue_pattern
2;21;MA;Maranhao;2108207;Pedreiras;13,0;19,7;0,7;3,0;0,7;3,7;16,0;0,4;240,7;Episódico/Epidêmico
2;21;MA;Maranhao;2108256;Pedro do Rosário;6,0;13,7;0,0;0,3;0,3;2,0;33,0;0,0;28,0;Episódico
2;21;MA;Maranhao;2108306;Penalva;1,0;16,3;0,0;0,0;0,0;2,3;33,0;0,0;6,1;Episódico
2;21;MA;Maranhao;2108405;Peri Mirim;0,3;12,7;0,0;0,0;0,0;1,3;46,3;0,0;2,4;Episódico
2;21;MA;Maranhao;2108454;Peritoró;0,3;8,0;0,0;0,0;0,0;1,3;44,7;0,0;1,4;Episódico
2;21;MA;Maranhao;2108504;Pindaré-Mirim;2,0;27,7;0,0;0,0;0,0;4,0;19,7;0,0;19,5;Episódico/Epidêmico
2;21;MA;Maranhao;2108603;Pinheiro;21,7;28,7;0,3;4,0;1,3;3,3;16,3;0,3;151,3;Episódico/Epidêmico
2;21;MA;Maranhao;2108702;Pio XII;2,7;34,7;0,0;0,0;0,0;3,0;28,3;0,0;44,7;Episódico/Epidêmico
2;21;MA;Maranhao;2108801;Pirapemas;3,0;21,3;0,0;0,0;0,0;4,3;15,3;0,1;94,1;Episódico/Epidêmico
2;21;MA;Maranhao;2108900;Poção de Pedras;1,7;20,3;0,0;0,0;0,0;3,3;29,3;0,0;25,5;Episódico
2;21;MA;Maranhao;2109007;Porto Franco;5,3;27,7;0,3;1,0;0,3;3,7;16,0;0,2;145,9;Episódico/Epidêmico
2;21;MA;Maranhao;2109056;Porto Rico do Maranhão;2,7;23,7;0,0;0,3;0,3;2,7;32,7;0,0;126,0;Episódico
2;21;MA;Maranhao;2109106;Presidente Dutra;2,0;23,7;0,0;0,0;0,0;3,7;20,7;0,0;26,1;Episódico/Epidêmico
2;21;MA;Maranhao;2109205;Presidente Juscelino;0,3;9,0;0,0;0,0;0,0;1,7;42,7;0,0;5,3;Episódico
2;21;MA;Maranhao;2109239;Presidente Médici;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;21;MA;Maranhao;2109270;Presidente Sarney;1,3;10,7;0,0;0,0;0,0;1,3;44,3;0,0;7,1;Episódico
2;21;MA;Maranhao;2109304;Presidente Vargas;0,7;10,7;0,0;0,0;0,0;2,3;38,3;0,0;14,5;Episódico
2;21;MA;Maranhao;2109403;Primeira Cruz;0,7;9,7;0,0;0,0;0,0;1,7;43,3;0,0;6,6;Episódico
2;21;MA;Maranhao;2109452;Raposa;1,0;16,0;0,0;0,0;0,0;2,7;37,7;0,0;9,7;Episódico
2;21;MA;Maranhao;2109502;Riachão;1,0;16,7;0,0;0,0;0,0;3,3;27,0;0,0;16,9;Episódico
2;21;MA;Maranhao;2109551;Ribamar Fiquene;3,0;29,7;0,0;0,0;0,0;3,0;24,7;0,0;164,7;Episódico/Epidêmico
2;21;MA;Maranhao;2109601;Rosário;0,7;12,7;0,0;0,0;0,0;3,3;33,0;0,0;6,3;Episódico
2;21;MA;Maranhao;2109700;Sambaíba;1,0;9,3;0,0;0,0;0,0;1,7;42,3;0,0;83,8;Episódico
2;21;MA;Maranhao;2109759;Santa Filomena do Maranhão;0,3;10,0;0,0;0,0;0,0;1,3;43,7;0,0;8,7;Episódico
2;21;MA;Maranhao;2109809;Santa Helena;7,3;17,0;0,7;2,0;0,0;3,3;29,0;0,1;113,8;Episódico
2;21;MA;Maranhao;2109908;Santa Inês;24,7;20,3;0,7;2,7;3,3;1,7;7,3;0,3;156,4;Epidêmico
2;21;MA;Maranhao;2110005;Santa Luzia;12,7;26,0;0,7;3,0;1,3;3,0;13,3;0,1;135,5;Episódico/Epidêmico
2;21;MA;Maranhao;2110039;Santa Luzia do Paruá;0,7;8,3;0,0;0,0;0,0;2,0;38,0;0,0;4,0;Episódico
2;21;MA;Maranhao;2110104;Santa Quitéria do Maranhão;0,7;9,7;0,0;0,0;0,0;1,3;42,0;0,0;6,6;Episódico
2;21;MA;Maranhao;2110203;Santa Rita;4,3;25,3;0,0;0,3;0,3;4,0;19,0;0,0;44,9;Episódico/Epidêmico
2;21;MA;Maranhao;2110237;Santana do Maranhão;1,0;18,3;0,0;0,0;0,0;2,0;37,0;0,0;12,4;Episódico
2;21;MA;Maranhao;2110278;Santo Amaro do Maranhão;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;21;MA;Maranhao;2110302;Santo Antônio dos Lopes;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;21;MA;Maranhao;2110401;São Benedito do Rio Preto;0,7;11,3;0,0;0,0;0,0;2,3;35,0;0,0;7,3;Episódico
2;21;MA;Maranhao;2110500;São Bento;0,7;14,7;0,0;0,0;0,0;2,0;42,7;0,0;2,9;Episódico
2;21;MA;Maranhao;2110609;São Bernardo;1,0;15,3;0,0;0,0;0,0;2,7;33,7;0,0;8,3;Episódico
2;21;MA;Maranhao;2110658;São Domingos do Azeitão;4,0;20,0;0,0;0,3;1,0;2,0;29,7;0,0;164,6;Episódico
2;21;MA;Maranhao;2110708;São Domingos do Maranhão;0,3;7,7;0,0;0,0;0,0;2,0;41,3;0,0;3,0;Episódico
2;21;MA;Maranhao;2110807;São Félix de Balsas;0,3;8,3;0,0;0,0;0,0;1,3;44,3;0,0;7,5;Episódico
2;21;MA;Maranhao;2110856;São Francisco do Brejão;4,0;16,3;0,0;0,7;1,0;2,3;28,3;0,1;225,8;Episódico
2;21;MA;Maranhao;2110906;São Francisco do Maranhão;2,7;18,0;0,0;0,3;0,7;2,3;29,7;0,1;133,6;Episódico
2;21;MA;Maranhao;2111003;São João Batista;0,7;16,3;0,0;0,0;0,0;1,3;49,7;0,0;3,3;Episódico
2;21;MA;Maranhao;2111029;São João do Carú;1,0;17,3;0,0;0,0;0,0;2,0;34,7;0,0;15,1;Episódico
2;21;MA;Maranhao;2111052;São João do Paraíso;3,3;26,0;0,0;0,0;0,0;3,0;25,3;0,0;57,7;Episódico/Epidêmico
2;21;MA;Maranhao;2111078;São João do Soter;0,3;10,3;0,0;0,0;0,0;1,7;44,0;0,0;3,6;Episódico
2;21;MA;Maranhao;2111102;São João dos Patos;1,7;24,7;0,0;0,0;0,0;3,7;22,7;0,0;34,0;Episódico/Epidêmico
2;21;MA;Maranhao;2111201;São José de Ribamar;25,0;32,3;1,0;18,0;1,0;1,3;11,7;1,0;186,5;Epidêmico
2;21;MA;Maranhao;2111250;São José dos Basílios;1,7;20,0;0,0;0,0;0,0;2,0;33,7;0,0;62,4;Episódico
2;21;MA;Maranhao;2111300;São Luís;111,0;35,0;2,0;28,3;1,7;0,3;1,7;19,4;209,1;Epidêmico
2;21;MA;Maranhao;2111409;São Luís Gonzaga do Maranhão;1,7;23,0;0,0;0,0;0,0;2,7;32,0;0,0;29,2;Episódico
2;21;MA;Maranhao;2111508;São Mateus do Maranhão;3,7;25,7;0,0;0,7;0,0;4,0;20,3;0,0;37,4;Episódico/Epidêmico
2;21;MA;Maranhao;2111532;São Pedro da Água Branca;1,3;14,7;0,0;0,0;0,0;2,3;36,7;0,0;56,0;Episódico
2;21;MA;Maranhao;2111573;São Pedro dos Crentes;4,3;34,0;0,0;0,3;1,0;3,7;18,7;0,1;601,3;Episódico/Epidêmico
2;21;MA;Maranhao;2111607;São Raimundo das Mangabeiras;23,7;17,7;0,3;2,0;0,0;2,3;30,7;0,2;360,5;Episódico
2;21;MA;Maranhao;2111631;São Raimundo do Doca Bezerra;0,3;7,3;0,0;0,0;0,0;1,3;44,3;0,0;13,5;Episódico
2;21;MA;Maranhao;2111672;São Roberto;0,3;9,7;0,0;0,0;0,0;1,3;43,3;0,0;5,0;Episódico
2;21;MA;Maranhao;2111706;São Vicente Ferrer;0,7;13,0;0,0;0,0;0,0;2,0;37,0;0,0;4,8;Episódico
2;21;MA;Maranhao;2111722;Satubinha;4,3;29,0;0,0;0,7;0,7;3,0;30,0;0,0;55,0;Episódico/Epidêmico
2;21;MA;Maranhao;2111748;Senador Alexandre Costa;0,7;11,3;0,0;0,0;0,0;1,3;45,0;0,0;15,1;Episódico
2;21;MA;Maranhao;2111763;Senador La Rocque;1,0;15,7;0,0;0,0;0,0;3,3;30,7;0,0;26,4;Episódico
2;21;MA;Maranhao;2111789;Serrano do Maranhão;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;21;MA;Maranhao;2111805;Sítio Novo;6,0;28,3;0,3;1,0;1,0;2,7;15,0;0,2;338,0;Episódico/Epidêmico
2;21;MA;Maranhao;2111904;Sucupira do Norte;4,3;9,3;0,0;0,3;0,3;3,0;28,0;0,0;115,2;Episódico
2;21;MA;Maranhao;2111953;Sucupira do Riachão;6,0;23,3;0,0;0,7;0,7;3,3;28,7;0,0;305,2;Episódico/Epidêmico
2;21;MA;Maranhao;2112001;Tasso Fragoso;11,3;30,0;0,7;3,0;0,7;4,3;10,0;0,4;934,4;Episódico/Epidêmico
2;21;MA;Maranhao;2112100;Timbiras;0,7;16,0;0,0;0,0;0,0;2,0;33,0;0,0;4,7;Episódico
2;21;MA;Maranhao;2112209;Timon;55,7;20,0;1,0;9,3;0,3;1,3;26,0;2,1;241,4;Episódico
2;21;MA;Maranhao;2112233;Trizidela do Vale;4,3;26,0;0,0;0,3;0,7;5,0;14,0;0,1;137,9;Episódico/Epidêmico
2;21;MA;Maranhao;2112274;Tufilândia;0,3;10,7;0,0;0,0;0,0;1,3;44,3;0,0;5,8;Episódico
2;21;MA;Maranhao;2112308;Tuntum;1,3;22,7;0,0;0,0;0,0;2,7;27,0;0,0;6,5;Episódico
2;21;MA;Maranhao;2112407;Turiaçu;1,0;17,0;0,0;0,0;0,0;2,0;35,7;0,0;3,8;Episódico
2;21;MA;Maranhao;2112456;Turilândia;13,3;13,0;0,3;1,7;0,0;2,3;33,7;0,1;160,6;Episódico
2;21;MA;Maranhao;2112506;Tutóia;3,3;10,7;0,0;0,3;0,3;3,0;29,7;0,1;30,1;Episódico
2;21;MA;Maranhao;2112605;Urbano Santos;3,3;16,0;0,0;0,3;0,7;3,0;30,7;0,0;28,3;Episódico
2;21;MA;Maranhao;2112704;Vargem Grande;1,7;26,3;0,0;0,0;0,0;2,7;24,0;0,0;5,9;Episódico/Epidêmico
2;21;MA;Maranhao;2112803;Viana;1,0;5,7;0,0;0,0;0,0;3,3;29,3;0,0;8,4;Episódico
2;21;MA;Maranhao;2112852;Vila Nova dos Martírios;2,0;15,3;0,0;0,0;0,0;2,3;34,7;0,0;19,8;Episódico
2;21;MA;Maranhao;2112902;Vitória do Mearim;4,3;27,3;0,0;0,3;0,3;3,0;21,0;0,0;54,8;Episódico/Epidêmico
2;21;MA;Maranhao;2113009;Vitorino Freire;2,3;14,7;0,0;0,3;0,3;2,0;34,7;0,0;13,0;Episódico
2;21;MA;Maranhao;2114007;Zé Doca;1,7;5,7;0,0;0,0;0,0;2,3;36,3;0,0;15,0;Episódico
2;22;PI;Piaui;2200053;Acauã;6,3;14,7;0,3;1,0;0,3;2,0;30,7;0,1;224,9;Episódico
2;22;PI;Piaui;2200103;Agricolândia;5,7;17,7;0,0;1,0;0,7;2,7;30,7;0,1;270,0;Episódico
2;22;PI;Piaui;2200202;Água Branca;11,3;26,0;1,3;2,7;1,7;2,3;19,0;0,5;517,9;Episódico/Epidêmico
2;22;PI;Piaui;2200251;Alagoinha do Piauí;3,3;27,7;0,0;0,3;0,3;2,7;26,3;0,1;119,6;Episódico/Epidêmico
2;22;PI;Piaui;2200277;Alegrete do Piauí;2,7;9,3;0,0;0,7;0,0;1,3;42,7;0,0;172,2;Episódico
2;22;PI;Piaui;2200301;Alto Longá;4,7;21,0;0,3;1,0;0,3;2,3;31,7;0,1;161,1;Episódico
2;22;PI;Piaui;2200400;Altos;10,3;25,7;0,0;1,3;0,3;3,0;20,0;0,1;84,5;Episódico/Epidêmico
2;22;PI;Piaui;2200459;Alvorada do Gurguéia;2,7;25,7;0,0;0,0;0,0;2,7;21,7;0,0;200,3;Episódico/Epidêmico
2;22;PI;Piaui;2200509;Amarante;9,7;22,3;0,0;1,3;0,7;2,0;31,3;0,1;325,2;Episódico
2;22;PI;Piaui;2200608;Angical do Piauí;11,0;9,7;0,3;4,0;0,3;2,0;34,7;0,3;1152,0;Episódico
2;22;PI;Piaui;2200707;Anísio de Abreu;2,3;11,3;0,0;0,3;1,0;1,3;43,3;0,0;134,0;Episódico
2;22;PI;Piaui;2200806;Antônio Almeida;8,3;28,7;0,3;2,7;0,3;3,0;22,7;0,1;1402,3;Episódico/Epidêmico
2;22;PI;Piaui;2200905;Aroazes;6,7;33,7;0,3;1,0;0,0;2,7;30,3;0,1;319,0;Episódico/Epidêmico
2;22;PI;Piaui;2200954;Aroeiras do Itaim;1,0;23,0;0,0;0,0;0,0;2,0;39,3;0,0;106,2;Episódico
2;22;PI;Piaui;2201002;Arraial;4,0;21,3;0,0;0,3;0,3;2,0;34,0;0,0;107,4;Episódico
2;22;PI;Piaui;2201051;Assunção do Piauí;1,0;23,7;0,0;0,0;0,0;1,7;39,3;0,0;17,3;Episódico
2;22;PI;Piaui;2201101;Avelino Lopes;8,0;17,0;0,3;1,3;0,0;2,3;32,3;0,1;240,5;Episódico
2;22;PI;Piaui;2201150;Baixa Grande do Ribeiro;4,7;20,0;0,0;0,7;1,0;3,3;27,0;0,2;158,2;Episódico/Epidêmico
2;22;PI;Piaui;2201176;Barra D'Alcântara;7,0;27,3;0,0;1,0;0,3;2,3;25,7;0,1;702,8;Episódico/Epidêmico
2;22;PI;Piaui;2201200;Barras;3,3;18,0;0,0;0,3;0,7;1,7;32,0;0,1;41,8;Episódico
2;22;PI;Piaui;2201309;Barreiras do Piauí;2,3;21,0;0,0;0,0;0,0;1,7;36,0;0,0;293,5;Episódico
2;22;PI;Piaui;2201408;Barro Duro;8,7;13,0;0,3;1,3;1,0;2,0;28,3;0,0;433,2;Episódico
2;22;PI;Piaui;2201507;Batalha;1,0;20,3;0,0;0,0;0,0;3,0;32,0;0,0;12,6;Episódico
2;22;PI;Piaui;2201556;Bela Vista do Piauí;3,7;17,0;0,0;0,3;0,3;1,7;34,7;0,0;219,6;Episódico
2;22;PI;Piaui;2201572;Belém do Piauí;3,0;25,0;0,0;0,7;0,0;1,7;38,7;0,1;399,7;Episódico
2;22;PI;Piaui;2201606;Beneditinos;4,3;24,7;0,0;0,7;0,3;4,7;10,7;0,2;365,3;Episódico/Epidêmico
2;22;PI;Piaui;2201705;Bertolínia;2,3;10,7;0,0;0,7;0,0;1,3;42,7;0,0;203,2;Episódico
2;22;PI;Piaui;2201739;Betânia do Piauí;4,0;21,7;0,3;1,3;0,0;2,0;37,7;0,1;218,4;Episódico
2;22;PI;Piaui;2201770;Boa Hora;0,7;16,3;0,0;0,0;0,0;1,7;40,3;0,0;10,0;Episódico
2;22;PI;Piaui;2201804;Bocaina;3,0;24,3;0,0;0,3;0,3;2,0;38,0;0,0;97,9;Episódico
2;22;PI;Piaui;2201903;Bom Jesus;14,3;32,7;0,3;5,3;1,7;3,0;8,0;0,4;520,7;Episódico/Epidêmico
2;22;PI;Piaui;2201919;Bom Princípio do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2201929;Bonfim do Piauí;0,3;10,0;0,0;0,0;0,0;1,7;43,7;0,0;35,9;Episódico
2;22;PI;Piaui;2201945;Boqueirão do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2201960;Brasileira;2,0;19,7;0,0;0,0;0,0;2,0;33,3;0,0;73,2;Episódico
2;22;PI;Piaui;2201988;Brejo do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2202000;Buriti dos Lopes;2,7;19,0;0,0;0,3;0,3;2,0;33,7;0,0;46,2;Episódico
2;22;PI;Piaui;2202026;Buriti dos Montes;6,7;19,7;0,3;1,0;0,3;3,3;20,0;0,4;345,3;Episódico/Epidêmico
2;22;PI;Piaui;2202059;Cabeceiras do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2202075;Cajazeiras do Piauí;2,0;10,7;0,0;0,3;0,3;1,3;44,3;0,0;57,2;Episódico
2;22;PI;Piaui;2202083;Cajueiro da Praia;7,7;34,0;0,3;1,3;0,3;2,3;28,7;0,2;577,0;Episódico/Epidêmico
2;22;PI;Piaui;2202091;Caldeirão Grande do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2202109;Campinas do Piauí;3,3;20,3;0,0;0,3;0,3;2,0;32,0;0,0;181,1;Episódico
2;22;PI;Piaui;2202117;Campo Alegre do Fidalgo;0,7;22,3;0,0;0,0;0,0;2,0;38,7;0,0;20,2;Episódico
2;22;PI;Piaui;2202133;Campo Grande do Piauí;7,7;21,0;0,3;1,0;0,0;1,7;36,3;0,1;302,4;Episódico
2;22;PI;Piaui;2202174;Campo Largo do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2202208;Campo Maior;29,0;29,0;0,3;4,3;0,3;3,7;19,3;0,8;245,9;Episódico/Epidêmico
2;22;PI;Piaui;2202251;Canavieira;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2202307;Canto do Buriti;18,0;35,3;0,7;2,0;0,7;2,0;30,7;0,5;420,8;Episódico/Epidêmico
2;22;PI;Piaui;2202406;Capitão de Campos;7,0;16,3;0,0;0,7;0,7;3,0;27,7;0,2;252,3;Episódico
2;22;PI;Piaui;2202455;Capitão Gervásio Oliveira;3,0;13,0;0,0;0,3;0,7;1,7;43,0;0,0;214,9;Episódico
2;22;PI;Piaui;2202505;Caracol;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2202539;Caraúbas do Piauí;1,7;18,7;0,0;0,0;0,0;2,0;35,0;0,0;52,0;Episódico
2;22;PI;Piaui;2202554;Caridade do Piauí;1,0;12,3;0,0;0,0;0,0;1,7;45,7;0,0;87,0;Episódico
2;22;PI;Piaui;2202604;Castelo do Piauí;2,0;26,7;0,0;0,0;0,0;1,7;41,7;0,0;25,8;Episódico
2;22;PI;Piaui;2202653;Caxingó;0,3;9,3;0,0;0,0;0,0;1,3;43,3;0,0;6,3;Episódico
2;22;PI;Piaui;2202703;Cocal;2,3;27,3;0,0;0,0;0,0;3,3;22,0;0,0;39,0;Episódico/Epidêmico
2;22;PI;Piaui;2202711;Cocal de Telha;6,3;22,3;0,0;0,3;0,3;3,0;28,7;0,1;339,4;Episódico
2;22;PI;Piaui;2202729;Cocal dos Alves;1,0;20,7;0,0;0,0;0,0;2,0;36,7;0,0;38,5;Episódico
2;22;PI;Piaui;2202737;Coivaras;2,0;20,0;0,0;0,0;0,0;1,7;34,0;0,0;177,1;Episódico
2;22;PI;Piaui;2202752;Colônia do Gurguéia;3,0;17,3;0,0;0,3;0,3;2,0;34,0;0,0;78,5;Episódico
2;22;PI;Piaui;2202778;Colônia do Piauí;0,7;16,3;0,0;0,0;0,0;1,3;49,3;0,0;17,7;Episódico
2;22;PI;Piaui;2202802;Conceição do Canindé;4,0;11,3;0,3;1,7;0,3;1,3;42,7;0,1;486,7;Episódico
2;22;PI;Piaui;2202851;Coronel José Dias;2,3;26,0;0,0;0,0;0,0;1,7;41,7;0,0;151,9;Episódico
2;22;PI;Piaui;2202901;Corrente;8,7;30,3;0,0;0,7;0,7;2,3;24,3;0,1;103,0;Episódico/Epidêmico
2;22;PI;Piaui;2203008;Cristalândia do Piauí;1,7;10,3;0,0;0,0;0,0;1,3;44,0;0,0;36,8;Episódico
2;22;PI;Piaui;2203107;Cristino Castro;3,3;30,3;0,0;0,0;0,0;2,7;26,0;0,1;169,1;Episódico/Epidêmico
2;22;PI;Piaui;2203206;Curimatá;15,0;21,0;0,3;3,0;1,0;3,0;22,0;0,6;774,5;Episódico/Epidêmico
2;22;PI;Piaui;2203230;Currais;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2203255;Curralinhos;6,7;19,0;0,7;1,0;0,7;2,3;35,0;0,1;877,8;Episódico
2;22;PI;Piaui;2203271;Curral Novo do Piauí;2,7;9,0;0,0;0,3;0,3;2,0;42,7;0,0;120,6;Episódico
2;22;PI;Piaui;2203305;Demerval Lobão;9,0;20,0;0,3;2,3;1,0;4,0;19,0;0,2;289,3;Episódico/Epidêmico
2;22;PI;Piaui;2203354;Dirceu Arcoverde;7,7;10,3;0,3;1,0;0,3;1,3;42,7;0,1;319,0;Episódico
2;22;PI;Piaui;2203404;Dom Expedito Lopes;3,0;18,3;0,0;0,3;0,3;2,0;34,0;0,1;220,9;Episódico
2;22;PI;Piaui;2203420;Domingos Mourão;11,7;16,0;0,0;0,3;0,7;1,3;47,7;0,1;412,1;Episódico
2;22;PI;Piaui;2203453;Dom Inocêncio;8,3;31,7;0,3;2,7;0,0;2,7;31,0;0,3;460,8;Episódico/Epidêmico
2;22;PI;Piaui;2203503;Elesbão Veloso;2,7;26,3;0,0;0,3;0,3;2,3;33,3;0,1;106,6;Episódico
2;22;PI;Piaui;2203602;Eliseu Martins;1,3;11,7;0,0;0,0;0,0;1,7;43,3;0,0;117,2;Episódico
2;22;PI;Piaui;2203701;Esperantina;18,7;23,7;1,0;8,0;0,0;3,0;18,0;1,3;394,9;Episódico/Epidêmico
2;22;PI;Piaui;2203750;Fartura do Piauí;2,0;19,0;0,0;0,0;0,0;2,0;33,0;0,0;89,4;Episódico
2;22;PI;Piaui;2203800;Flores do Piauí;5,0;21,7;0,0;0,7;0,0;1,7;37,0;0,0;235,2;Episódico
2;22;PI;Piaui;2203859;Floresta do Piauí;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2203909;Floriano;25,7;30,7;0,7;4,7;1,3;3,0;9,3;0,5;225,5;Episódico/Epidêmico
2;22;PI;Piaui;2204006;Francinópolis;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2204105;Francisco Ayres;3,0;17,7;0,0;0,7;0,3;2,0;36,3;0,0;233,2;Episódico
2;22;PI;Piaui;2204154;Francisco Macedo;2,0;25,7;0,0;0,0;0,0;2,7;24,3;0,0;106,6;Episódico/Epidêmico
2;22;PI;Piaui;2204204;Francisco Santos;1,3;8,7;0,0;0,0;0,0;1,3;41,3;0,0;43,7;Episódico
2;22;PI;Piaui;2204303;Fronteiras;1,7;17,3;0,0;0,0;0,0;2,0;35,3;0,0;29,2;Episódico
2;22;PI;Piaui;2204352;Geminiano;7,3;20,3;0,3;1,7;1,3;1,7;27,0;0,1;1108,6;Episódico
2;22;PI;Piaui;2204402;Gilbués;6,7;12,0;0,3;2,7;0,7;1,7;40,0;0,3;430,8;Episódico
2;22;PI;Piaui;2204501;Guadalupe;7,7;18,3;0,3;1,7;0,3;3,0;27,3;0,0;325,8;Episódico
2;22;PI;Piaui;2204550;Guaribas;4,3;26,0;0,0;0,7;0,7;2,7;24,7;0,0;282,2;Episódico/Epidêmico
2;22;PI;Piaui;2204600;Hugo Napoleão;3,0;15,7;0,0;0,0;0,0;2,0;32,3;0,0;305,7;Episódico
2;22;PI;Piaui;2204659;Ilha Grande;12,0;33,7;0,7;3,3;1,0;2,3;20,0;0,3;884,8;Episódico/Epidêmico
2;22;PI;Piaui;2204709;Inhuma;40,3;21,0;0,3;3,0;0,3;2,7;28,7;0,8;829,7;Episódico
2;22;PI;Piaui;2204808;Ipiranga do Piauí;14,0;27,0;0,3;1,7;1,7;2,3;22,7;0,1;483,6;Episódico/Epidêmico
2;22;PI;Piaui;2204907;Isaías Coelho;3,3;18,7;0,0;0,7;0,0;2,0;34,7;0,1;162,2;Episódico
2;22;PI;Piaui;2205003;Itainópolis;16,0;27,7;0,3;2,0;0,0;3,0;26,0;0,2;355,6;Episódico/Epidêmico
2;22;PI;Piaui;2205102;Itaueira;0,7;7,3;0,0;0,0;0,0;1,7;42,0;0,0;15,4;Episódico
2;22;PI;Piaui;2205151;Jacobina do Piauí;5,3;22,3;0,3;1,0;0,3;2,7;34,7;0,1;371,3;Episódico
2;22;PI;Piaui;2205201;Jaicós;38,3;30,0;0,7;4,3;0,0;2,0;28,0;0,8;779,1;Episódico/Epidêmico
2;22;PI;Piaui;2205250;Jardim do Mulato;1,7;16,7;0,0;0,0;0,0;2,3;35,7;0,0;82,8;Episódico
2;22;PI;Piaui;2205276;Jatobá do Piauí;2,3;20,3;0,0;0,0;0,0;2,0;31,0;0,0;195,0;Episódico
2;22;PI;Piaui;2205300;Jerumenha;5,7;19,3;0,0;0,7;1,0;1,7;35,3;0,1;334,6;Episódico
2;22;PI;Piaui;2205359;João Costa;1,7;14,0;0,0;0,0;0,0;1,7;42,3;0,0;168,9;Episódico
2;22;PI;Piaui;2205409;Joaquim Pires;4,3;19,3;0,3;1,0;0,0;2,0;33,0;0,1;193,5;Episódico
2;22;PI;Piaui;2205458;Joca Marques;0,0;1,0;0,0;0,0;0,0;1,0;52,0;0,0;0,0;Sem transmissao
2;22;PI;Piaui;2205508;José de Freitas;18,3;25,3;1,0;4,3;0,0;2,7;21,0;0,2;268,1;Episódico/Epidêmico
2;22;PI;Piaui;2205516;Juazeiro do Piauí;1,3;17,3;0,0;0,0;0,0;2,0;40,7;0,0;30,9;Episódico
2;22;PI;Piaui;2205524;Júlio Borges;1,0;16,7;0,0;0,0;0,0;2,0;35,7;0,0;24,1;Episódico
2;22;PI;Piaui;2205532;Jurema;8,0;33,7;0,0;0,7;0,7;2,3;31,7;0,1;391,5;Episódico/Epidêmico
2;22;PI;Piaui;2205540;Lagoinha do Piauí;1,7;3,0;0,0;0,0;0,0;2,0;40,7;0,0;202,7;Episódico
2;22;PI;Piaui;2205557;Lagoa Alegre;0,3;9,3;0,0;0,0;0,0;1,7;43,0;0,0;11,9;Episódico
2;22;PI;Piaui;2205565;Lagoa do Barro do Piauí;2,0;19,7;0,0;0,0;0,0;2,3;35,0;0,1;80,0;Episódico
2;22;PI;Piaui;2205573;Lagoa de São Francisco;4,3;25,0;0,0;0,3;0,3;3,7;18,7;0,2;476,5;Episódico/Epidêmico
2;22;PI;Piaui;2205581;Lagoa do Piauí;2,7;20,0;0,0;0,3;0,3;2,0;35,3;0,0;216,9;Episódico
2;22;PI;Piaui;2205599;Lagoa do Sítio;1,0;9,7;0,0;0,0;0,0;1,7;43,0;0,0;78,6;Episódico
2;22;PI;Piaui;2205607;Landri Sales;2,0;28,3;0,0;0,0;0,0;3,0;26,7;0,0;108,6;Episódico/Epidêmico
2;22;PI;Piaui;2205706;Luís Correia;36,0;34,0;1,0;6,3;0,3;2,3;23,3;0,4;619,9;Episódico/Epidêmico
2;22;PI;Piaui;2205805;Luzilândia;2,0;11,0;0,0;0,3;0,3;1,3;44,0;0,0;12,0;Episódico
2;22;PI;Piaui;2205854;Madeiro;0,3;10,0;0,0;0,0;0,0;1,3;43,7;0,0;8,2;Episódico
2;22;PI;Piaui;2205904;Manoel Emídio;0,7;10,3;0,0;0,0;0,0;1,7;42,7;0,0;25,3;Episódico
2;22;PI;Piaui;2205953;Marcolândia;2,0;18,3;0,0;0,0;0,0;1,7;36,7;0,0;40,0;Episódico
